Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,17072026,1706432445,0003099
Trade Date <17-JUL-2026>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2680,SPUNWEB,SM,4800,4800,100.00
20,2681,SRD,EQ,18714,14421,77.06
20,2682,SREEL,EQ,39468,15767,39.95
20,2683,SRF,EQ,232559,93663,40.27
20,2684,SRGHFL,EQ,91,70,76.92
20,2685,SRHHYPOLTD,EQ,2474,1756,70.98
20,2686,SRIVASAVI,ST,20000,19000,95.00
20,2687,SRM,EQ,72956,33220,45.53
20,2688,SRTL,EQ,60987,32721,53.65
20,2689,SSDL,EQ,20569,13191,64.13
20,2690,SSEGL,SM,10000,7800,78.00
20,2691,SSFL,ST,56000,52500,93.75
20,2692,SSFLPP,E1,4444,3649,82.11
20,2693,SSWL,EQ,1526108,518213,33.96
20,2694,STALLION,EQ,1719792,637235,37.05
20,2695,STANLEY,EQ,114026,72663,63.72
20,2696,STAR,EQ,427122,211019,49.40
20,2697,STARCEMENT,EQ,85966,46915,54.57
20,2698,STARHEALTH,EQ,208827,101396,48.56
20,2699,STARPAPER,EQ,2778,2581,92.91
20,2700,STARTECK,EQ,7857,94,1.20
20,2701,STCINDIA,EQ,15792,6086,38.54
20,2702,STEELCAS,EQ,40157,19703,49.06
20,2703,STEELCITY,EQ,16578,11768,70.99
20,2704,STEELXIND,EQ,997442,549038,55.04
20,2705,STEL,EQ,1463,875,59.81
20,2706,STOVEKRAFT,EQ,90497,52662,58.19
20,2707,STRIDERS,SM,4800,4800,100.00
20,2708,STUDDS,EQ,147098,128562,87.40
20,2709,STUDIOLSD,ST,18000,12000,66.67
20,2710,STYL,EQ,263018,153251,58.27
20,2711,STYLAMIND,EQ,22393,13444,60.04
20,2712,STYRENIX,EQ,24282,14588,60.08
20,2713,SUBAHOTELS,SM,20400,15600,76.47
20,2714,SUBROS,EQ,38031,17063,44.87
20,2715,SUDARCOLOR,EQ,4393,3546,80.72
20,2716,SUDARSCHEM,EQ,326117,118205,36.25
20,2717,SUDEEPPHRM,EQ,151567,74814,49.36
20,2718,SUKHJITS,EQ,10557,8295,78.57
20,2719,SULA,EQ,122628,65581,53.48
20,2720,SUMEETINDS,EQ,10375981,406702,3.92
20,2721,SUMICHEM,EQ,762912,387114,50.74
20,2722,SUMMITSEC,EQ,4025,2505,62.24
20,2723,SUNCLAY,EQ,7703,5636,73.17
20,2724,SUNDARAM,EQ,111211,76937,69.18
20,2725,SUNDARMFIN,EQ,20674,10824,52.36
20,2726,SUNDRMFAST,EQ,59356,32136,54.14
20,2727,SUNDROP,EQ,7806,5779,74.03
20,2728,SUNFLAG,EQ,169521,85334,50.34
20,2729,SUNLITE,ST,16500,14100,85.45
20,2730,SUNPHARMA,EQ,2475664,1772293,71.59
20,2731,SUNTECH,ST,11200,9600,85.71
20,2732,SUNTECK,EQ,276683,158776,57.39
20,2733,SUNTV,EQ,74112,35599,48.03
20,2734,SUPERHOUSE,EQ,278365,74140,26.63
20,2735,SUPRAJIT,EQ,75670,37803,49.96
20,2736,SUPREME,EQ,119771,38091,31.80
20,2737,SUPREMEIND,EQ,88775,40200,45.28
20,2738,SUPREMEINF,EQ,26112,12766,48.89
20,2739,SUPREMEPWR,ST,36500,34500,94.52
20,2740,SUPRIYA,EQ,266098,114762,43.13
20,2741,SURAJEST,EQ,23779,14494,60.95
20,2742,SURAJLTD,EQ,113,108,95.58
20,2743,SURAKSHA,EQ,13294,7942,59.74
20,2744,SURANASOL,EQ,41046,32840,80.01
20,2745,SURANAT&P,EQ,50831,38781,76.29
20,2746,SURANI,SM,3000,2400,80.00
20,2747,SURYALA,EQ,1689,1448,85.73
20,2748,SURYALAXMI,EQ,2174,1236,56.85
20,2749,SURYAROSNI,EQ,524309,267779,51.07
20,2750,SURYODAY,EQ,336383,176024,52.33
20,2751,SUVEN,EQ,1106401,410514,37.10
20,2752,SUVIDHAA,EQ,125899,110424,87.71
20,2753,SUYOG,EQ,31435,18072,57.49
20,2754,SUZLON,EQ,111362634,70424611,63.24
20,2755,SWANCORP,EQ,473551,222888,47.07
20,2756,SWARAJ,SM,179000,42000,23.46
20,2757,SWARAJENG,EQ,7062,3842,54.40
20,2758,SWASTIK,ST,3600,3600,100.00
20,2759,SWELECTES,EQ,23325,11476,49.20
20,2760,SWIGGY,EQ,18196699,5573646,30.63
20,2761,SWSOLAR,EQ,4380878,931707,21.27
20,2762,SYLVANPLY,SM,6000,4000,66.67
20,2763,SYMPHONY,EQ,50033,20017,40.01
20,2764,SYNCOMF,EQ,1616472,866332,53.59
20,2765,SYNGENE,EQ,487906,261931,53.68
20,2766,SYNOPTICS,ST,4200,4200,100.00
20,2767,SYRMA,EQ,808190,420713,52.06
20,2768,SYSTANGO,SM,7600,5200,68.42
20,2769,TAALTECH,EQ,3334,2396,71.87
20,2770,TAC,SM,96000,60200,62.71
20,2771,TAINWALCHM,EQ,11013,4245,38.55
20,2772,TAJGVK,EQ,74312,46831,63.02
20,2773,TALBROAUTO,EQ,141816,54328,38.31
20,2774,TANKUP,ST,250,250,100.00
20,2775,TANLA,EQ,974217,372409,38.23
20,2776,TARACHAND,EQ,36553,26116,71.45
20,2777,TARAPUR,EQ,13453,10167,75.57
20,2778,TARC,EQ,395422,175029,44.26
20,2779,TARIL,EQ,1025416,356918,34.81
20,2780,TARMAT,EQ,1270,1165,91.73
20,2781,TARSONS,EQ,123030,65808,53.49
20,2782,TASTYBITE,EQ,3225,2440,75.66
20,2783,TATACAP,EQ,788117,346185,43.93
20,2784,TATACHEM,EQ,224182,86581,38.62
20,2785,TATACOMM,EQ,180878,93380,51.63
20,2786,TATACONSUM,EQ,1262534,659280,52.22
20,2787,TATAELXSI,EQ,449370,175431,39.04
20,2788,TATAGOLD,EQ,49753666,21395215,43.00
20,2789,TATAINVEST,EQ,135182,64201,47.49
20,2790,TATAPOWER,EQ,2626498,1209850,46.06
20,2791,TATASTEEL,EQ,20132684,11331120,56.28
20,2792,TATATECH,EQ,923532,331144,35.86
20,2793,TATSILV,EQ,52008897,17231009,33.13
20,2794,TATVA,EQ,126914,57114,45.00
20,2795,TAURIAN,SM,111200,75200,67.63
20,2796,TBI,SM,48000,30600,63.75
20,2797,TBOTEK,EQ,61969,28404,45.84
20,2798,TBZ,EQ,1841342,370189,20.10
20,2799,TCC,EQ,351933,229843,65.31
20,2800,TCI,EQ,31043,23663,76.23
20,2801,TCIEXP,EQ,119557,38333,32.06
20,2802,TCL,SM,19200,12000,62.50
20,2803,TCPLPACK,EQ,3141,1311,41.74
20,2804,TCS,EQ,5615138,2288516,40.76
20,2805,TDPOWERSYS,EQ,566401,268115,47.34
20,2806,TEAMGTY,EQ,910,249,27.36
20,2807,TEAMLEASE,EQ,13257,6130,46.24
20,2808,TEAMTECH,SM,30000,20000,66.67
20,2809,TECH,EQ,128714,109490,85.06
20,2810,TECHD,ST,18900,17700,93.65
20,2811,TECHERA,SM,54400,36000,66.18
20,2812,TECHLABS,ST,29125,26625,91.42
20,2813,TECHM,EQ,10632264,3302827,31.06
20,2814,TECHNOE,EQ,88465,51420,58.12
20,2815,TECHNVISN,EQ,258,170,65.89
20,2816,TECILCHEM,EQ,2781,2170,78.03
20,2817,TEGA,EQ,43573,26325,60.42
20,2818,TEJA,ST,3000,3000,100.00
20,2819,TEJASNET,EQ,1017404,272505,26.78
20,2820,TEMBO,EQ,124299,73695,59.29
20,2821,TENNIND,EQ,502942,277012,55.08
20,2822,TERASOFT,EQ,10416,4683,44.96
20,2823,TEXINFRA,EQ,103259,83906,81.26
20,2824,TEXMOPIPES,EQ,14961,10231,68.38
20,2825,TEXRAIL,EQ,1181882,511575,43.28
20,2826,TFCILTD,EQ,7217087,2411078,33.41
20,2827,TFL,EQ,1568,1414,90.18
20,2828,TGBHOTELS,EQ,8750,7141,81.61
20,2829,TGL,SM,161600,133800,82.80
20,2830,THAKDEV,EQ,375,147,39.20
20,2831,THANGAMAYL,EQ,189280,35886,18.96
20,2832,THEINVEST,EQ,2246,1734,77.20
20,2833,THEJO,EQ,3163,2252,71.20
20,2834,THELEELA,EQ,151693,76020,50.11
20,2835,THEMISMED,EQ,66132,32883,49.72
20,2836,THERMAX,EQ,236475,133941,56.64
20,2837,THESL,ST,9000,9000,100.00
20,2838,THOMASCOOK,EQ,722677,344319,47.64
20,2839,THOMASCOTT,EQ,12323,6458,52.41
20,2840,THYROCARE,EQ,222139,118637,53.41
20,2841,TI,EQ,208431,116590,55.94
20,2842,TICL,EQ,290003,188044,64.84
20,2843,TIIL,EQ,27874,6092,21.86
20,2844,TIINDIA,EQ,116070,52736,45.43
20,2845,TIJARIA,EQ,36305,20716,57.06
20,2846,TIL,EQ,59811,33824,56.55
20,2847,TIMETECHNO,EQ,7234384,2042343,28.23
20,2848,TIMEX,EQ,189265,81720,43.18
20,2849,TIMKEN,EQ,30409,16693,54.89
20,2850,TINNARUBR,EQ,52362,30169,57.62
20,2851,TIPSFILMS,EQ,92,75,81.52
20,2852,TIPSMUSIC,EQ,176635,60481,34.24
20,2853,TIRUMALCHM,EQ,618348,446546,72.22
20,2854,TIRUPATIFL,EQ,473957,221712,46.78
20,2855,TITAGARH,EQ,228971,74122,32.37
20,2856,TITAN,EQ,667212,375622,56.30
20,2857,TMB,EQ,99299,46392,46.72
20,2858,TMCV,EQ,6276860,2972735,47.36
20,2859,TMPV,EQ,7785825,3890576,49.97
20,2860,TNIDETF,EQ,46757,35588,76.11
20,2861,TNPETRO,EQ,52397,26018,49.66
20,2862,TNPL,EQ,44326,18884,42.60
20,2863,TNTELE,EQ,20293,18098,89.18
20,2864,TOLINS,EQ,33941,23993,70.69
20,2865,TOP100CASE,EQ,426828,354248,83.00
20,2866,TOP10ADD,EQ,200001,169233,84.62
20,2867,TOP15IETF,EQ,171665,156760,91.32
20,2868,TOP20,EQ,1754180,1687906,96.22
20,2869,TORNTPHARM,EQ,1396928,720617,51.59
20,2870,TORNTPOWER,EQ,703210,499447,71.02
20,2871,TOTAL,EQ,36,24,66.67
20,2872,TOUCHWOOD,EQ,208,208,100.00
20,2873,TPHQ,EQ,6052095,2786140,46.04
20,2874,TPLPLASTEH,EQ,147598,46232,31.32
20,2875,TRACXN,EQ,74626,55550,74.44
20,2876,TRANSPEK,EQ,22268,14855,66.71
20,2877,TRANSRAILL,EQ,243087,146492,60.26
20,2878,TRANSTEEL,SM,20000,10000,50.00
20,2879,TRAVELFOOD,EQ,13466,7343,54.53
20,2880,TREEHOUSE,EQ,111168,78844,70.92
20,2881,TREJHARA,EQ,11888,7534,63.37
20,2882,TREL,EQ,81077,60283,74.35
20,2883,TRENT,EQ,791066,457712,57.86
20,2884,TRF,EQ,18721,9386,50.14
20,2885,TRIDENT,EQ,3286921,1427628,43.43
20,2886,TRIGYN,EQ,21764,15584,71.60
20,2887,TRITURBINE,EQ,310596,145877,46.97
20,2888,TRIVENI,EQ,453963,187178,41.23
20,2889,TROM,ST,1200,1200,100.00
20,2890,TRU,EQ,80545,61858,76.80
20,2891,TRUALT,EQ,146364,60511,41.34
20,2892,TRUST,SM,1200,1200,100.00
20,2893,TSC,SM,2000,2000,100.00
20,2894,TSFINV,EQ,70383,39096,55.55
20,2895,TTKHLTCARE,EQ,5607,4658,83.07
20,2896,TTKPRESTIG,EQ,62126,38135,61.38
20,2897,TTL,EQ,12027,8871,73.76
20,2898,TTML,EQ,936418,352833,37.68
20,2899,TUNWAL,SM,114000,90000,78.95
20,2900,TURTLEMINT,EQ,329710,149167,45.24
20,2901,TVSELECT,EQ,38874,13716,35.28
20,2902,TVSHLTD,EQ,6037,3055,50.60
20,2903,TVSMNCRPS,P1,520175,504713,97.03
20,2904,TVSMOTOR,EQ,825661,511521,61.95
20,2905,TVSSCS,EQ,389945,238103,61.06
20,2906,TVSSRICHAK,EQ,2806,1559,55.56
20,2907,TVTODAY,EQ,12027,8159,67.84
20,2908,TVVISION,EQ,12979,11345,87.41
20,2909,TWCGOLDETF,EQ,10641,5593,52.56
20,2910,UBL,EQ,57131,32952,57.68
20,2911,UCAL,EQ,19305,16396,84.93
20,2912,UCL,ST,8000,8000,100.00
20,2913,UCOBANK,EQ,2639502,937968,35.54
20,2914,UDS,EQ,1087972,879540,80.84
20,2915,UEL,EQ,2890,2077,71.87
20,2916,UFBL,EQ,95239,58017,60.92
20,2917,UFLEX,EQ,28532,14166,49.65
20,2918,UFO,EQ,39846,19069,47.86
20,2919,UGARSUGAR,EQ,143484,69421,48.38
20,2920,UGROCAP,EQ,53698,28791,53.62
20,2921,UHTL,ST,70000,70000,100.00
20,2922,UJJIVANSFB,EQ,19761879,9397374,47.55
20,2923,ULTRACEMCO,EQ,247044,138740,56.16
20,2924,ULTRAMAR,EQ,6477,4023,62.11
20,2925,UMESLTD,EQ,7056,5855,82.98
20,2926,UMIYA-MRO,EQ,6581,5117,77.75
20,2927,UNICHEMLAB,EQ,158364,49663,31.36
20,2928,UNIECOM,EQ,263560,130944,49.68
20,2929,UNIENTER,EQ,18658,12150,65.12
20,2930,UNIHEALTH,SM,9000,6500,72.22
20,2931,UNIMECH,EQ,151086,72967,48.30
20,2932,UNIONBANK,EQ,10762360,4306703,40.02
20,2933,UNIONGOLD,EQ,772459,700128,90.64
20,2934,UNIPARTS,EQ,106972,53625,50.13
20,2935,UNITDSPR,EQ,476712,210380,44.13
20,2936,UNITECH,EQ,4160222,2466937,59.30
20,2937,UNITEDTEA,EQ,9491,8531,89.89
20,2938,UNIVCABLES,EQ,45044,22563,50.09
20,2939,UNOMINDA,EQ,501204,344078,68.65
20,2940,UPL,EQ,1757526,564324,32.11
20,2941,URBAN,SM,6400,5600,87.50
20,2942,URBANCO,EQ,816164,422171,51.73
20,2943,URJA,EQ,719285,355471,49.42
20,2944,USASEEDS,SM,428,428,100.00
20,2945,USHAFIN,SM,11200,11200,100.00
20,2946,USHAMART,EQ,275894,151885,55.05
20,2947,USK,EQ,14137,12488,88.34
20,2948,UTIAMC,EQ,157750,56679,35.93
20,2949,UTKAL,SM,28000,28000,100.00
20,2950,UTKARSHBNK,EQ,5730508,2193657,38.28
20,2951,UTLSOLAR,EQ,288441,155980,54.08
20,2952,UTSSAV,ST,115800,106200,91.71
20,2953,UTTAMSUGAR,EQ,140479,48338,34.41
20,2954,UWCSL,SM,1000,1000,100.00
20,2955,UYFINCORP,EQ,544263,263756,48.46
20,2956,V2RETAIL,EQ,972956,569160,58.50
20,2957,VADILALIND,EQ,11816,6794,57.50
20,2958,VAIBHAVGBL,EQ,866511,303250,35.00
20,2959,VAKRANGEE,EQ,894312,515835,57.68
20,2960,VAL30IETF,EQ,252384,186163,73.76
20,2961,VALUE,EQ,636890,609649,95.72
20,2962,VALUE360,SM,12000,8400,70.00
20,2963,VALUEAXIS,EQ,116329,74595,64.12
20,2964,VAML,EQ,7505028,5016156,66.84
20,2965,VARDMNPOLY,EQ,74931,44103,58.86
20,2966,VARROC,EQ,95150,45983,48.33
20,2967,VASWANI,EQ,9852,6524,66.22
20,2968,VBL,EQ,2797591,1334064,47.69
20,2969,VCL,EQ,170330,98581,57.88
20,2970,VDEAL,SM,3600,2400,66.67
20,2971,VEDL,EQ,24108053,12200417,50.61
20,2972,VEDPOWER,EQ,37963969,18703610,49.27
20,2973,VEEDOL,EQ,14864,7839,52.74
20,2974,VENKEYS,EQ,27832,13648,49.04
20,2975,VENTIVE,EQ,26992,14355,53.18
20,2976,VENUSPIPES,EQ,167932,87692,52.22
20,2977,VERANDA,EQ,368190,115117,31.27
20,2978,VESUVIUS,EQ,26582,17904,67.35
20,2979,VGINFOTECH,SM,65000,45000,69.23
20,2980,VGL,EQ,18964,8524,44.95
20,2981,VGUARD,EQ,188225,112919,59.99
20,2982,VHL,EQ,388,306,78.87
20,2983,VICTORYEV,ST,15000,15000,100.00
20,2984,VIDHIING,EQ,24398,16491,67.59
20,2985,VIDYAWIRES,EQ,863676,431431,49.95
20,2986,VIESL,SM,42400,22400,52.83
20,2987,VIGOR,ST,81600,68800,84.31
20,2988,VIJAYA,EQ,863537,325096,37.65
20,2989,VIJAYPD,SM,16000,14000,87.50
20,2990,VIKASECO,EQ,3594976,2191884,60.97
20,2991,VIKASLIFE,EQ,2626118,1880267,71.60
20,2992,VIKRAMSOLR,EQ,1049079,485716,46.30
20,2993,VIKRAN,EQ,1178533,522991,44.38
20,2994,VILAS,SM,10750,7250,67.44
20,2995,VIMTALABS,EQ,98812,47167,47.73
20,2996,VINATIORGA,EQ,39441,23635,59.92
20,2997,VINCOFE,EQ,1712948,451119,26.34
20,2998,VINDHYATEL,EQ,16839,8140,48.34
20,2999,VINNY,EQ,162929,91910,56.41
20,3000,VINSYS,ST,26750,26500,99.07
20,3001,VINYAS,SM,12100,6700,55.37
20,3002,VINYLINDIA,EQ,5983,4435,74.13
20,3003,VIPIND,EQ,107662,38932,36.16
20,3004,VIRINCHI,EQ,40133,33902,84.47
20,3005,VISAKAIND,EQ,117311,64118,54.66
20,3006,VISHNU,EQ,63676,36786,57.77
20,3007,VISHNUINFR,SM,6000,4500,75.00
20,3008,VISHWARAJ,EQ,262006,157970,60.29
20,3009,VISL,EQ,22435341,11358872,50.63
20,3010,VIVIDEL,ST,14400,13920,96.67
20,3011,VIVIDHA,EQ,151954,130749,86.05
20,3012,VIYASH,EQ,1470357,772581,52.54
20,3013,VLINFRA,ST,4500,4500,100.00
20,3014,VLSFINANCE,EQ,27554,18750,68.05
20,3015,VMARCIND,SM,177000,109500,61.86
20,3016,VMART,EQ,79114,38640,48.84
20,3017,VMM,EQ,13589987,7530340,55.41
20,3018,VMOBILE,ST,34400,33600,97.67
20,3019,VOEPL,EQ,251372,117537,46.76
20,3020,VOGL,EQ,44805133,20143464,44.96
20,3021,VOLERCAR,SM,1600,1600,100.00
20,3022,VOLTAMP,EQ,31996,17706,55.34
20,3023,VOLTAS,EQ,353251,133391,37.76
20,3024,VRAJ,EQ,103995,40506,38.95
20,3025,VRLLOG,EQ,52168,31454,60.29
20,3026,VSSL,EQ,68902,40292,58.48
20,3027,VSTIND,EQ,184020,73209,39.78
20,3028,VSTL,EQ,3945,3327,84.33
20,3029,VSTTILLERS,EQ,5104,2764,54.15
20,3030,VTL,EQ,90616,44173,48.75
20,3031,WAAREEENER,EQ,439273,156757,35.69
20,3032,WAAREEINDO,EQ,26600,16056,60.36
20,3033,WAAREERTL,EQ,177190,59466,33.56
20,3034,WABAG,EQ,999375,461762,46.21
20,3035,WAKEFIT,EQ,1438006,941839,65.50
20,3036,WALCHANNAG,EQ,1068006,272285,25.49
20,3037,WANBURY,EQ,475298,233462,49.12
20,3038,WCIL,EQ,62105,37646,60.62
20,3039,WEALTH,EQ,1453,959,66.00
20,3040,WEBELSOLAR,EQ,3527345,1936003,54.89
20,3041,WEIZMANIND,EQ,2641,1709,64.71
20,3042,WEL,EQ,44471,33251,74.77
20,3043,WELCORP,EQ,1079535,474806,43.98
20,3044,WELENT,EQ,705721,389604,55.21
20,3045,WELSPLSOL,EQ,442773,312602,70.60
20,3046,WELSPUNLIV,EQ,1468708,575855,39.21
20,3047,WENDT,EQ,4882,3025,61.96
20,3048,WESTLIFE,EQ,42943,25652,59.73
20,3049,WEWORK,EQ,2802971,1100204,39.25
20,3050,WHEELS,EQ,55408,25372,45.79
20,3051,WHIRLPOOL,EQ,302177,195264,64.62
20,3052,WHITEFORCE,ST,3200,3200,100.00
20,3053,WILLAMAGOR,EQ,903,783,86.71
20,3054,WINDLAS,EQ,48992,24052,49.09
20,3055,WINDMACHIN,EQ,77025,51945,67.44
20,3056,WINNY,SM,66500,66000,99.25
20,3057,WINSOL,SM,4800,3200,66.67
20,3058,WIPL,EQ,17484,13518,77.32
20,3059,WIPRO,EQ,22960032,8249290,35.93
20,3060,WOCKPHARMA,EQ,683574,237092,34.68
20,3061,WOL3D,ST,7000,6000,85.71
20,3062,WOMANCART,SM,28000,24000,85.71
20,3063,WONDERLA,EQ,34621,24966,72.11
20,3064,WORTHPERI,EQ,17217,14989,87.06
20,3065,WPIL,EQ,28023,7945,28.35
20,3066,WSI,EQ,17403,15323,88.05
20,3067,WSTCSTPAPR,EQ,40529,22085,54.49
20,3068,WTICAB,SM,17000,11000,64.71
20,3069,XCHANGING,EQ,49563,30608,61.76
20,3070,XELPMOC,EQ,13196,7746,58.70
20,3071,XPROINDIA,EQ,22102,12790,57.87
20,3072,XTGLOBAL,EQ,23252,2588,11.13
20,3073,YAAP,ST,50000,43000,86.00
20,3074,YASHO,EQ,10886,6323,58.08
20,3075,YASHOPTICS,SM,6400,5600,87.50
20,3076,YATHARTH,EQ,109967,58897,53.56
20,3077,YATRA,EQ,531768,185349,34.86
20,3078,YESBANK,EQ,75453831,24107539,31.95
20,3079,YUDIZ,SM,1600,1600,100.00
20,3080,YUKEN,EQ,5567,4173,74.96
20,3081,ZAGGLE,EQ,329942,165330,50.11
20,3082,ZEAL,SM,600,600,100.00
20,3083,ZEEL,EQ,26326566,6500387,24.69
20,3084,ZEEMEDIA,EQ,468362,284293,60.70
20,3085,ZENITHDRUG,SM,6400,4800,75.00
20,3086,ZENITHEXPO,EQ,42,18,42.86
20,3087,ZENITHSTL,EQ,41327,34556,83.62
20,3088,ZENSARTECH,EQ,3260844,784006,24.04
20,3089,ZENTEC,EQ,271287,108056,39.83
20,3090,ZFCVINDIA,EQ,331293,146014,44.07
20,3091,ZFSTEERING,EQ,2414,2180,90.31
20,3092,ZODIACLOTH,EQ,202288,30852,15.25
20,3093,ZOTA,EQ,33361,18615,55.80
20,3094,ZSARACOM,EQ,65,52,80.00
20,3095,ZTECH,SM,23700,16500,69.62
20,3096,ZUARI,EQ,57437,26464,46.07
20,3097,ZUARIIND,EQ,20066,12966,64.62
20,3098,ZYDUSLIFE,EQ,1240517,679215,54.75
20,3099,ZYDUSWELL,EQ,264572,86782,32.80
